name,barcode,id_category,id_subcategory,id_segment,stock,price_bought,price_sale,discount
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",FUR-FU-10002253,1,10,1,96,103.056,177.961129,0.2
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",FUR-FU-10003553,1,10,1,88,82.524,142.3046235,0.6
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",FUR-FU-10004848,1,10,1,100,124.2,162.6554252,0.2
"Howard Miller 16"" Diameter Gallery Wall Clock",FUR-FU-10004748,1,10,1,71,191.82,344.3354349,0
Howard Miller Distant Time Traveler Alarm Clock,FUR-FU-10003535,1,10,1,88,43.872,66.13511405,0.2
"Linden 10"" Round Wall Clock, Black",FUR-FU-10003878,1,10,1,28,48.896,90.58749728,0.2
"Linden 12"" Wall Clock With Oak Frame",FUR-FU-10003095,1,10,1,16,101.94,150.4824966,0
Longer-Life Soft White Bulbs,FUR-FU-10001706,1,10,1,21,6.16,7.129052634,0
Luxo Adjustable Task Clamp Lamp,FUR-FU-10003192,1,10,1,11,213.216,263.1080733,0.2
Luxo Economy Swing Arm Lamp,FUR-FU-10000397,1,10,1,36,79.76,100.3341731,0
Luxo Professional Combination Clamp-On Lamps,FUR-FU-10004188,1,10,1,73,204.6,345.1343319,0
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,FUR-FU-10000576,1,10,1,76,419.68,638.0889225,0.6
Luxo Professional Magnifying Clamp-On Fluorescent Lamps,FUR-FU-10004071,1,10,1,68,104.01,112.4894355,0
Magna Visual Magnetic Picture Hangers,FUR-FU-10002885,1,10,1,79,24.1,28.74647132,0
Magnifier Swing Arm Lamp,FUR-FU-10001934,1,10,1,93,41.96,70.71094732,0
"Master Big Foot Doorstop, Beige",FUR-FU-10003142,1,10,1,48,25.344,38.4705222,0.2
"Master Caster Door Stop, Brown",FUR-FU-10000221,1,10,1,36,35.56,41.11140832,0
"Master Caster Door Stop, Large Neon Orange",FUR-FU-10002456,1,10,1,50,11.648,18.95768525,0.2
"Master Giant Foot Doorstop, Safety Yellow",FUR-FU-10003096,1,10,1,95,30.36,47.42265362,0.2
Nu-Dell Executive Frame,FUR-FU-10002501,1,10,1,44,63.2,102.5718138,0
Nu-Dell EZ-Mount Plastic Wall Frames,FUR-FU-10002240,1,10,1,67,7.88,11.95675226,0.6
Nu-Dell Float Frame 11 x 14 1/2,FUR-FU-10002088,1,10,1,48,35.92,69.28665685,0
Nu-Dell Leatherette Frames,FUR-FU-10003577,1,10,1,26,157.74,214.5868564,0
Nu-Dell Oak Frame,FUR-FU-10003424,1,10,1,23,25.632,50.56309658,0.2
OIC Stacking Trays,FUR-FU-10000320,1,10,1,5,24.048,38.57444823,0.2
Regeneration Desk Collection,FUR-FU-10003274,1,10,1,46,5.28,9.77771162,0
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",FUR-FU-10002298,1,10,1,81,532.704,699.9703939,0.2
"Seth Thomas 12"" Clock w/ Goldtone Case",FUR-FU-10004960,1,10,1,82,183.84,361.5711245,0
"Seth Thomas 13 1/2"" Wall Clock",FUR-FU-10003799,1,10,1,2,53.34,85.24195054,0
"Seth Thomas 14"" Day/Date Wall Clock",FUR-FU-10002878,1,10,1,41,22.784,37.05340685,0.2
"Seth Thomas 14"" Putty-Colored Wall Clock",FUR-FU-10000521,1,10,1,75,93.888,147.306165,0.2
"Seth Thomas 16"" Steel Case Clock",FUR-FU-10000222,1,10,1,36,129.92,258.6305727,0.2
"Seth Thomas 8 1/2"" Cubicle Clock",FUR-FU-10003464,1,10,1,35,48.672,49.32276307,0.2
Stackable Trays,FUR-FU-10003829,1,10,1,1,4.928,9.306543355,0.2
"Stacking Tray, Side-Loading, Legal, Smoke",FUR-FU-10004415,1,10,1,46,17.92,22.94002541,0.2
Stacking Trays by OIC,FUR-FU-10000550,1,10,1,68,3.984,5.858941175,0.2
Staple-based wall hangings,FUR-FU-10001940,1,10,1,13,25.472,43.16917396,0.2
Telescoping Adjustable Floor Lamp,FUR-FU-10001967,1,10,1,53,15.992,23.72710858,0.2
"Tenex ""The Solids"" Textured Chair Mats",FUR-FU-10003394,1,10,1,46,209.88,357.9940132,0
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",FUR-FU-10001488,1,10,1,84,211.96,356.107372,0
Tenex Antistatic Computer Chair Mats,FUR-FU-10001468,1,10,1,95,547.136,711.0197815,0.2
Tenex B1-RE Series Chair Mats for Low Pile Carpets,FUR-FU-10000747,1,10,1,81,91.96,129.500462,0
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",FUR-FU-10002116,1,10,1,68,70.71,116.2467638,0
"Tenex Chairmat w/ Average Lip, 45"" x 53""",FUR-FU-10003806,1,10,1,91,756.8,1134.500948,0
Tenex Chairmats For Use With Carpeted Floors,FUR-FU-10000448,1,10,1,87,47.94,68.16782072,0
Tenex Chairmats For Use with Hard Floors,FUR-FU-10000193,1,10,1,42,129.92,204.3773319,0
"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",FUR-FU-10002703,1,10,1,58,128.9,134.6423826,0
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",FUR-FU-10003708,1,10,1,37,97.04,173.2621896,0.2
"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",FUR-FU-10000305,1,10,1,99,113.568,135.860451,0.2
"Tensor ""Hersey Kiss"" Styled Floor Lamp",FUR-FU-10002506,1,10,1,31,38.97,41.12976454,0
Tensor Brushed Steel Torchiere Floor Lamp,FUR-FU-10000820,1,10,1,29,67.96,128.9683901,0
Tensor Computer Mounted Lamp,FUR-FU-10004018,1,10,1,18,29.78,56.02894086,0
Tensor Track Tree Floor Lamp,FUR-FU-10001057,1,10,1,58,127.936,162.3109006,0.2
Ultra Commercial Grade Dual Valve Door Closer,FUR-FU-10002874,1,10,1,1,63.824,92.00379361,0.2
"Ultra Door Kickplate, 8""H x 34""W",FUR-FU-10003798,1,10,1,10,79.12,96.41538171,0.2
Ultra Door Pull Handle,FUR-FU-10001889,1,10,1,88,31.56,50.85303585,0
Ultra Door Push Plate,FUR-FU-10002268,1,10,1,85,15.712,21.24986548,0.2
Westinghouse Clip-On Gooseneck Lamps,FUR-FU-10003724,1,10,1,53,6.696,11.2711115,0.2
"Westinghouse Floor Lamp with Metal Mesh Shade, Black",FUR-FU-10002554,1,10,1,97,23.99,30.3639209,0
Contemporary Borderless Frame,FUR-FU-10003489,1,10,2,77,25.83,39.47511062,0
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",FUR-FU-10003976,1,10,2,23,37.74,49.10037411,0
Document Clip Frames,FUR-FU-10002508,1,10,2,42,25.02,34.77594047,0
Eldon Econocleat Chair Mats for Low Pile Carpets,FUR-FU-10002379,1,10,2,31,124.41,194.834612,0
Eldon Expressions Mahogany Wood Desk Collection,FUR-FU-10000755,1,10,2,67,24.96,39.33635277,0
"Eldon Regeneration Recycled Desk Accessories, Black",FUR-FU-10003026,1,10,2,95,15.488,17.36250374,0.2
"Howard Miller 12"" Round Wall Clock",FUR-FU-10004460,1,10,2,94,282.888,517.9653446,0.2
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,FUR-FU-10003930,1,10,2,88,94.428,136.6250487,0.6
"Master Caster Door Stop, Gray",FUR-FU-10002963,1,10,2,10,2.032,2.630792475,0.6
"Master Caster Door Stop, Large Brown",FUR-FU-10002111,1,10,2,77,36.4,50.65681416,0
"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",FUR-FU-10004712,1,10,2,45,56.56,88.82817235,0
Anderson Hickey Conga Table Tops & Accessories,FUR-TA-10003837,1,17,1,67,24.368,26.98509526,0.2
Balt Solid Wood Rectangular Table,FUR-TA-10001857,1,17,1,9,189.882,253.6672816,0.4
Balt Split Level Computer Training Table,FUR-TA-10003469,1,17,1,83,333,496.3704522,0.2
Bevis 36 x 72 Conference Tables,FUR-TA-10003748,1,17,1,40,622.45,913.4138932,0
Bevis 44 x 96 Conference Tables,FUR-TA-10004534,1,17,1,2,617.7,652.397764,0.5
Bevis Boat-Shaped Conference Table,FUR-TA-10002356,1,17,1,62,393.165,530.0418196,0.5
"Bevis Oval Conference Table, Walnut",FUR-TA-10002958,1,17,1,31,652.45,1277.6671,0.5
Bevis Rectangular Conference Tables,FUR-TA-10000849,1,17,1,19,145.98,238.1302902,0.5
"Bevis Round Bullnose 29"" High Table Top",FUR-TA-10002903,1,17,1,30,1038.84,1255.709845,0.2
Bevis Round Conference Room Tables and Bases,FUR-TA-10001866,1,17,1,81,143.432,160.8312165,0.2
Bevis Round Conference Table Top & Single Column Base,FUR-TA-10002855,1,17,1,85,1024.38,1299.863553,0
"Bevis Round Conference Table Top, X-Base",FUR-TA-10002041,1,17,1,30,1004.024,1246.760823,0.2
"Bevis Traditional Conference Table Top, Plinth Base",FUR-TA-10002228,1,17,1,98,400.032,431.2087271,0.4
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,FUR-TA-10004289,1,17,1,25,218.75,431.8382196,0.5
BPI Conference Tables,FUR-TA-10002533,1,17,1,64,219.075,393.9614132,0.5
Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,FUR-TA-10004256,1,17,1,46,1335.68,1672.082104,0.2
Bretford CR4500 Series Slim Rectangular Table,FUR-TA-10000577,1,17,1,62,957.5775,1655.831817,0.45
Bretford CR8500 Series Meeting Room Furniture,FUR-TA-10003569,1,17,1,22,601.47,639.284276,0.5
Bretford Rectangular Conference Table Tops,FUR-TA-10003473,1,17,1,19,620.6145,959.422678,0.45
Bush Advantage Collection Racetrack Conference Table,FUR-TA-10001889,1,17,1,37,1272.63,1362.348615,0.5
Bush Advantage Collection Round Conference Table,FUR-TA-10001705,1,17,1,87,233.86,446.1002032,0.45
"Bush Andora Conference Table, Maple/Graphite Gray Finish",FUR-TA-10002622,1,17,1,3,205.176,255.630884,0.4
"Bush Cubix Conference Tables, Fully Assembled",FUR-TA-10001771,1,17,1,98,1478.272,1890.720454,0.2
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",FUR-TA-10001932,1,17,1,16,2244.48,3488.431846,0
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",FUR-TA-10003238,1,17,1,44,991.764,1430.573906,0.4
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,FUR-TA-10000198,1,17,1,22,1652.94,1719.490534,0
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",FUR-TA-10000688,1,17,1,33,108.925,216.9297377,0.5
Chromcraft Rectangular Conference Tables,FUR-TA-10001539,1,17,1,81,1706.184,2044.961123,0.2
Chromcraft Round Conference Tables,FUR-TA-10001095,1,17,1,61,383.438,649.2249844,0.45
Global Adaptabilities Conference Tables,FUR-TA-10003392,1,17,1,48,842.94,1399.399833,0
Hon 2111 Invitation Series Corner Table,FUR-TA-10003715,1,17,1,6,1004.976,1191.263418,0.2
Hon 2111 Invitation Series Straight Table,FUR-TA-10004607,1,17,1,97,206.962,261.5592803,0.3
Hon 4060 Series Tables,FUR-TA-10004147,1,17,1,67,447.84,617.335543,0.2
Hon 5100 Series Wood Tables,FUR-TA-10004575,1,17,1,64,698.352,1146.799003,0.2
Hon 61000 Series Interactive Training Tables,FUR-TA-10001676,1,17,1,2,66.645,111.3992773,0.5
Hon 94000 Series Round Tables,FUR-TA-10003954,1,17,1,91,710.832,1119.448593,0.2
Hon Non-Folding Utility Tables,FUR-TA-10004619,1,17,1,32,764.688,1214.612133,0.2
"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",FUR-TA-10000617,1,17,1,84,375.4575,639.7511602,0.45
Hon Racetrack Conference Tables,FUR-TA-10001768,1,17,1,85,787.53,1139.752386,0
Hon Rectangular Conference Tables,FUR-TA-10002645,1,17,1,92,273.06,515.8861513,0.4
"Iceberg OfficeWorks 42"" Round Tables",FUR-TA-10002530,1,17,1,18,452.94,901.5154444,0
KI Adjustable-Height Table,FUR-TA-10001039,1,17,1,23,154.764,284.0435188,0.4
KI Conference Tables,FUR-TA-10002607,1,17,1,90,177.225,210.7496158,0.5
Laminate Occasional Tables,FUR-TA-10002774,1,17,1,88,369.912,474.9370092,0.2
"Lesro Round Back Collection Coffee Table, End Table",FUR-TA-10003008,1,17,1,33,912.75,1275.123372,0
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",FUR-TA-10001520,1,17,1,84,99.918,167.9512839,0.3
"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",FUR-TA-10004915,1,17,1,84,1488.424,2277.320032,0.3
Riverside Furniture Stanwyck Manor Table Series,FUR-TA-10004442,1,17,1,89,344.22,582.7099184,0.4
Safco Drafting Table,FUR-TA-10004767,1,17,1,22,70.98,91.63443523,0
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",FUR-TA-10001086,1,17,1,79,455.97,684.1739985,0.5
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",FUR-TA-10001307,1,17,1,19,1048.35,1945.627033,0.4
Balt Solid Wood Round Tables,FUR-TA-10001950,1,17,2,56,892.98,1086.150305,0
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",FUR-TA-10004152,1,17,2,55,70.56,110.0621485,0.3
"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",FUR-TA-10001691,1,17,2,88,136.464,150.1365378,0.2
"Hon 30"" x 60"" Table with Locking Drawer",FUR-TA-10004175,1,17,2,42,272.848,429.5658214,0.2
"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",FUR-TA-10004154,1,17,2,91,2065.32,3731.810392,0.4
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",OFF-AP-10002118,2,2,1,55,208.16,292.369395,0
3.6 Cubic Foot Counter Height Office Refrigerator,OFF-AP-10002534,2,2,1,61,294.62,374.3750312,0.8
3M Office Air Cleaner,OFF-AP-10002472,2,2,1,94,103.92,109.3725153,0
3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,OFF-AP-10004980,2,2,1,71,60.672,94.65298934,0.2
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,OFF-AP-10001947,2,2,1,94,29.312,57.39213859,0.8
Acco 6 Outlet Guardian Premium Surge Suppressor,OFF-AP-10004859,2,2,1,60,72.8,110.4443853,0
Acco 6 Outlet Guardian Standard Surge Suppressor,OFF-AP-10003281,2,2,1,52,24.18,35.18247211,0
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",OFF-AP-10002684,2,2,1,44,97.264,186.6840524,0.8
"Acco Six-Outlet Power Strip, 4' Cord Length",OFF-AP-10001492,2,2,1,17,60.34,80.43280419,0
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,OFF-AP-10002403,2,2,1,91,176.04,216.9316392,0
APC 7 Outlet Network SurgeArrest Surge Protector,OFF-AP-10001242,2,2,1,76,32.192,59.35019783,0.8
Avanti 1.7 Cu. Ft. Refrigerator,OFF-AP-10000938,2,2,1,82,706.86,989.0523296,0
Avanti 4.4 Cu. Ft. Refrigerator,OFF-AP-10000828,2,2,1,87,434.352,627.7898241,0.2
"Belkin 325VA UPS Surge Protector, 6'",OFF-AP-10000576,2,2,1,33,355.32,651.1283369,0
Belkin 5 Outlet SurgeMaster Power Centers,OFF-AP-10001205,2,2,1,46,490.32,516.3643056,0
Belkin 6 Outlet Metallic Surge Strip,OFF-AP-10003971,2,2,1,22,21.78,26.58669458,0
Belkin 7-Outlet SurgeMaster Home Series,OFF-AP-10003278,2,2,1,46,5.588,6.523213647,0.8
Belkin 8 Outlet Surge Protector,OFF-AP-10001293,2,2,1,21,32.784,48.18354926,0.8
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,OFF-AP-10002191,2,2,1,26,119.96,120.7379035,0
Belkin F5C206VTEL 6 Outlet Surge,OFF-AP-10002892,2,2,1,90,114.9,132.3621069,0
Belkin F9G930V10-GRY 9 Outlet Surge,OFF-AP-10000240,2,2,1,87,213.92,283.3249467,0
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,OFF-AP-10002350,2,2,1,58,30.144,60.0515354,0.2
Belkin F9M820V08 8 Outlet Surge,OFF-AP-10000159,2,2,1,4,34.384,36.24648608,0.2
Belkin F9S820V06 8 Outlet Surge,OFF-AP-10000055,2,2,1,14,58.464,111.460678,0.8
Belkin Premiere Surge Master II 8-outlet surge protector,OFF-AP-10001563,2,2,1,11,97.16,177.0567595,0
Bionaire 99.97% HEPA Air Cleaner,OFF-AP-10004036,2,2,1,10,35.04,41.47433701,0
Bionaire Personal Warm Mist Humidifier/Vaporizer,OFF-AP-10001154,2,2,1,60,281.34,521.1204755,0
Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,OFF-AP-10001962,2,2,1,59,41.95,62.39088099,0
"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",OFF-AP-10003622,2,2,1,33,2.6,3.485056402,0.2
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",OFF-AP-10001626,2,2,1,9,11.67,12.19589348,0
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",OFF-AP-10004336,2,2,1,25,170.88,178.247706,0
Disposable Triple-Filter Dust Bags,OFF-AP-10000595,2,2,1,24,13.11,25.31564736,0
"Eureka Hand Vacuum, Bagless",OFF-AP-10003099,2,2,1,46,197.72,302.3275804,0
Eureka Sanitaire  Commercial Upright,OFF-AP-10003217,2,2,1,79,66.284,127.8531579,0.8
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",OFF-AP-10002287,2,2,1,31,17.48,23.01208879,0.2
Eureka The Boss Cordless Rechargeable Stick Vac,OFF-AP-10001271,2,2,1,23,152.94,183.085877,0
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",OFF-AP-10004540,2,2,1,48,160.32,254.278052,0
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",OFF-AP-10002457,2,2,1,68,209.3,398.2508055,0
Euro Pro Shark Stick Mini Vacuum,OFF-AP-10000390,2,2,1,91,48.784,90.14103927,0.2
Euro-Pro Shark Turbo Vacuum,OFF-AP-10003842,2,2,1,87,167.292,212.946948,0.1
Fellowes 8 Outlet Superior Workstation Surge Protector,OFF-AP-10001469,2,2,1,54,166.84,324.3202622,0.2
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,OFF-AP-10003040,2,2,1,17,134.48,210.2203483,0
Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,OFF-AP-10003860,2,2,1,35,88.832,140.7301053,0.2
Fellowes Advanced Computer Series Surge Protectors,OFF-AP-10002765,2,2,1,97,52.98,76.08694415,0
Fellowes Basic Home/Office Series Surge Protectors,OFF-AP-10000358,2,2,1,76,77.88,143.9828606,0
Fellowes Command Center 5-outlet power strip,OFF-AP-10002867,2,2,1,66,203.52,376.301533,0
Fellowes Mighty 8 Compact Surge Protector,OFF-AP-10000692,2,2,1,92,60.81,79.51628667,0
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",OFF-AP-10002578,2,2,1,59,78.272,88.56280922,0.2
"Fellowes Smart Surge Ten-Outlet Protector, Platinum",OFF-AP-10003884,2,2,1,28,180.66,246.7838499,0
Fellowes Superior 10 Outlet Split Surge Protector,OFF-AP-10004708,2,2,1,85,76.12,83.87587853,0
Harmony Air Purifier,OFF-AP-10001394,2,2,1,27,75.6,123.1080568,0.8
Harmony HEPA Quiet Air Purifiers,OFF-AP-10000252,2,2,1,82,35.1,53.79361029,0
Holmes 99% HEPA Air Purifier,OFF-AP-10002998,2,2,1,2,103.968,122.4236511,0.2
"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",OFF-AP-10001303,2,2,1,45,7.96,14.39483179,0.8
Holmes HEPA Air Purifier,OFF-AP-10002082,2,2,1,82,34.848,50.5387808,0.2
Holmes Odor Grabber,OFF-AP-10000696,2,2,1,12,8.652,10.9233029,0.8
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",OFF-AP-10003266,2,2,1,14,23.696,41.17304572,0.2
"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",OFF-AP-10004785,2,2,1,64,33.99,62.76525855,0
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",OFF-AP-10002311,2,2,1,1,68.81,96.15129274,0.8
"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",OFF-AP-10004655,2,2,1,44,2.264,2.577369043,0.8
Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,OFF-AP-10003057,2,2,1,1,826.11,1535.98292,0
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,OFF-AP-10002945,2,2,1,48,1503.25,2662.032467,0
Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,OFF-AP-10000179,2,2,1,70,555.21,1037.219353,0.1
Honeywell Quietcare HEPA Air Cleaner,OFF-AP-10001005,2,2,1,10,62.92,120.0329463,0.2
Hoover Commercial Lightweight Upright Vacuum,OFF-AP-10001634,2,2,1,88,1.392,2.260607422,0.8
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,OFF-AP-10001564,2,2,1,13,465.16,904.4934667,0
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,OFF-AP-10004868,2,2,1,2,9.324,11.10819,0.8
Hoover Commercial SteamVac,OFF-AP-10000027,2,2,1,74,40.74,80.50364326,0
Hoover Portapower Portable Vacuum,OFF-AP-10000804,2,2,1,33,2.688,3.756898254,0.8
Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,OFF-AP-10002906,2,2,1,36,3.552,4.764394743,0.2
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",OFF-AP-10004052,2,2,1,78,7.9,11.6732428,0
Hoover Shoulder Vac Commercial Portable Vacuum,OFF-AP-10003849,2,2,1,59,644.076,1050.732767,0.1
Hoover Upright Vacuum With Dirt Cup,OFF-AP-10002651,2,2,1,97,868.59,1486.553174,0
Hoover WindTunnel Plus Canister Vacuum,OFF-AP-10003590,2,2,1,13,1089.75,1957.549702,0
Kensington 4 Outlet MasterPiece Compact Power Control Center,OFF-AP-10004487,2,2,1,60,406.6,781.0483441,0
Kensington 6 Outlet Guardian Standard Surge Protector,OFF-AP-10004532,2,2,1,15,61.44,108.6204867,0
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,OFF-AP-10001391,2,2,1,79,541.44,999.1447545,0
Kensington 6 Outlet SmartSocket Surge Protector,OFF-AP-10004136,2,2,1,31,122.94,207.1900707,0
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,OFF-AP-10000891,2,2,1,37,52.448,59.95088645,0.8
Kensington 7 Outlet MasterPiece Power Center,OFF-AP-10002518,2,2,1,97,177.98,352.9262552,0.8
"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",OFF-AP-10003914,2,2,1,80,13,13.60328912,0.2
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,OFF-AP-10001058,2,2,1,74,839.43,1672.4086,0
"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",OFF-AP-10000275,2,2,1,39,1640.7,2515.433989,0
Staple holder,OFF-AP-10001366,2,2,1,39,43.92,50.15235947,0
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,OFF-AP-10000026,2,2,1,85,426.79,774.6520023,0
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,OFF-AP-10002439,2,2,1,52,113.552,219.7398833,0.2
Tripp Lite TLP810NET Broadband Surge for Modem/Fax,OFF-AP-10003287,2,2,1,44,122.328,223.97914,0.2
Acco 6 Outlet Guardian Basic Surge Suppressor,OFF-AP-10000124,2,2,2,64,33.28,65.7512051,0
"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",OFF-AP-10002495,2,2,2,54,99.28,139.550257,0.2
Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,OFF-AP-10001124,2,2,2,6,647.84,827.3282582,0
Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,OFF-AP-10002670,2,2,2,69,69.48,79.96668223,0
Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,OFF-AP-10002203,2,2,2,93,1.624,2.686159756,0.8
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,OFF-AP-10002734,2,2,2,68,675.12,735.2820439,0
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,OFF-AP-10004233,2,2,2,73,92.064,157.1206518,0.8
Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,OFF-AP-10000326,2,2,3,4,157.92,262.1178515,0.2
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,OFF-AP-10003779,2,2,3,28,207.48,208.0363399,0
12 Colored Short Pencils,OFF-AR-10002221,2,3,1,64,4.16,7.829506053,0.2
4009 Highlighters by Sanford,OFF-AR-10003514,2,3,1,61,19.9,28.32254118,0
50 Colored Long Pencils,OFF-AR-10003156,2,3,1,30,30.48,40.03462296,0
American Pencil,OFF-AR-10001573,2,3,1,24,9.32,14.29904822,0
Avery Fluorescent Highlighter Four-Color Set,OFF-AR-10003183,2,3,1,22,8.016,15.94582767,0.2
"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",OFF-AR-10001149,2,3,1,92,11.52,11.76923025,0
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",OFF-AR-10003478,2,3,1,2,39.072,57.26412777,0.2
Avery Hi-Liter Fluorescent Desk Style Markers,OFF-AR-10003723,2,3,1,70,3.38,5.169915807,0
"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",OFF-AR-10003876,2,3,1,5,13.04,13.53046903,0.2
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,OFF-AR-10003986,2,3,1,91,7.7,15.1433003,0
Avery Hi-Liter Smear-Safe Highlighters,OFF-AR-10001761,2,3,1,3,29.2,29.29864528,0
Barrel Sharpener,OFF-AR-10000614,2,3,1,82,10.71,16.30921423,0
Berol Giant Pencil Sharpener,OFF-AR-10003727,2,3,1,86,16.99,29.32545224,0
BIC Brite Liner Grip Highlighters,OFF-AR-10004582,2,3,1,20,4.92,8.641527529,0
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",OFF-AR-10000034,2,3,1,6,3.392,6.412511499,0.2
BIC Brite Liner Highlighters,OFF-AR-10004441,2,3,1,3,9.936,18.85567135,0.2
"BIC Brite Liner Highlighters, Chisel Tip",OFF-AR-10001374,2,3,1,81,12.96,17.09932463,0
BIC Liqua Brite Liner,OFF-AR-10001860,2,3,1,60,20.82,31.05116732,0
"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",OFF-AR-10004685,2,3,1,79,7.408,8.638577798,0.2
"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",OFF-AR-10001118,2,3,1,88,2.696,2.803215461,0.2
"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",OFF-AR-10000657,2,3,1,44,5.16,6.806147639,0.2
"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",OFF-AR-10004027,2,3,1,92,6.048,8.986239944,0.2
